Start date;End date;Total [MWh] Original resolutions;Photovoltaics and wind [MWh] Original resolutions;Wind onshore [MWh] Original resolutions;Photovoltaics [MWh] Original resolutions;Other [MWh] Calculated resolutions
Jul 1, 2025 11:15 AM;Jul 1, 2025 11:30 AM;970.50;891.00;16.00;875.00;65.25
Jul 1, 2025 11:30 AM;Jul 1, 2025 11:45 AM;970.50;926.00;16.00;910.00;65.25
Jul 1, 2025 11:45 AM;Jul 1, 2025 12:00 PM;970.50;954.00;17.00;937.00;65.25
Jul 1, 2025 12:00 PM;Jul 1, 2025 12:15 PM;959.00;978.00;18.00;960.00;-38.00
Jul 1, 2025 12:15 PM;Jul 1, 2025 12:30 PM;959.00;995.00;19.00;976.00;-38.00
Jul 1, 2025 12:30 PM;Jul 1, 2025 12:45 PM;959.00;1,005.00;20.00;985.00;-38.00
Jul 1, 2025 12:45 PM;Jul 1, 2025 1:00 PM;959.00;1,010.00;21.00;989.00;-38.00
Jul 1, 2025 1:00 PM;Jul 1, 2025 1:15 PM;954.00;1,010.00;22.00;988.00;-40.75
Jul 1, 2025 1:15 PM;Jul 1, 2025 1:30 PM;954.00;1,004.00;23.00;981.00;-40.75
Jul 1, 2025 1:30 PM;Jul 1, 2025 1:45 PM;954.00;992.00;24.00;968.00;-40.75
Jul 1, 2025 1:45 PM;Jul 1, 2025 2:00 PM;954.00;973.00;25.00;948.00;-40.75
Jul 1, 2025 2:00 PM;Jul 1, 2025 2:15 PM;942.00;948.00;26.00;922.00;42.50
Jul 1, 2025 2:15 PM;Jul 1, 2025 2:30 PM;942.00;918.00;27.00;891.00;42.50
Jul 1, 2025 2:30 PM;Jul 1, 2025 2:45 PM;942.00;885.00;28.00;857.00;42.50
Jul 1, 2025 2:45 PM;Jul 1, 2025 3:00 PM;942.00;847.00;29.00;818.00;42.50
Jul 1, 2025 3:00 PM;Jul 1, 2025 3:15 PM;909.00;804.00;30.00;774.00;175.00
Jul 1, 2025 3:15 PM;Jul 1, 2025 3:30 PM;909.00;758.00;31.00;727.00;175.00
Jul 1, 2025 3:30 PM;Jul 1, 2025 3:45 PM;909.00;710.00;32.00;678.00;175.00
Jul 1, 2025 3:45 PM;Jul 1, 2025 4:00 PM;909.00;664.00;32.00;632.00;175.00
Jul 1, 2025 4:00 PM;Jul 1, 2025 4:15 PM;986.25;620.00;33.00;587.00;426.75
Jul 1, 2025 4:15 PM;Jul 1, 2025 4:30 PM;986.25;579.00;34.00;545.00;426.75
Jul 1, 2025 4:30 PM;Jul 1, 2025 4:45 PM;986.25;540.00;34.00;506.00;426.75
Jul 1, 2025 4:45 PM;Jul 1, 2025 5:00 PM;986.25;499.00;35.00;464.00;426.75
Jul 1, 2025 5:00 PM;Jul 1, 2025 5:15 PM;1,241.00;455.00;35.00;420.00;851.50
Jul 1, 2025 5:15 PM;Jul 1, 2025 5:30 PM;1,241.00;412.00;36.00;376.00;851.50
Jul 1, 2025 5:30 PM;Jul 1, 2025 5:45 PM;1,241.00;368.00;37.00;331.00;851.50
Jul 1, 2025 5:45 PM;Jul 1, 2025 6:00 PM;1,241.00;323.00;37.00;286.00;851.50
Jul 1, 2025 6:00 PM;Jul 1, 2025 6:15 PM;1,631.75;281.00;38.00;243.00;1,410.00
Jul 1, 2025 6:15 PM;Jul 1, 2025 6:30 PM;1,631.75;240.00;39.00;201.00;1,410.00
Jul 1, 2025 6:30 PM;Jul 1, 2025 6:45 PM;1,631.75;201.00;40.00;161.00;1,410.00
Jul 1, 2025 6:45 PM;Jul 1, 2025 7:00 PM;1,631.75;165.00;41.00;124.00;1,410.00
Jul 1, 2025 7:00 PM;Jul 1, 2025 7:15 PM;1,659.75;134.00;42.00;92.00;1,551.25
Jul 1, 2025 7:15 PM;Jul 1, 2025 7:30 PM;1,659.75;113.00;45.00;68.00;1,551.25
Jul 1, 2025 7:30 PM;Jul 1, 2025 7:45 PM;1,659.75;99.00;47.00;52.00;1,551.25
Jul 1, 2025 7:45 PM;Jul 1, 2025 8:00 PM;1,659.75;88.00;50.00;38.00;1,551.25
Jul 1, 2025 8:00 PM;Jul 1, 2025 8:15 PM;1,686.25;79.00;53.00;26.00;1,615.75
Jul 1, 2025 8:15 PM;Jul 1, 2025 8:30 PM;1,686.25;72.00;56.00;16.00;1,615.75
Jul 1, 2025 8:30 PM;Jul 1, 2025 8:45 PM;1,686.25;67.00;59.00;8.00;1,615.75
Jul 1, 2025 8:45 PM;Jul 1, 2025 9:00 PM;1,686.25;64.00;61.00;3.00;1,615.75
Jul 1, 2025 9:00 PM;Jul 1, 2025 9:15 PM;1,688.75;64.00;64.00;0.00;1,621.75
Jul 1, 2025 9:15 PM;Jul 1, 2025 9:30 PM;1,688.75;66.00;66.00;0.00;1,621.75
Jul 1, 2025 9:30 PM;Jul 1, 2025 9:45 PM;1,688.75;68.00;68.00;0.00;1,621.75
Jul 1, 2025 9:45 PM;Jul 1, 2025 10:00 PM;1,688.75;70.00;70.00;0.00;1,621.75
Jul 1, 2025 10:00 PM;Jul 1, 2025 10:15 PM;1,639.00;72.00;72.00;0.00;1,564.00
Jul 1, 2025 10:15 PM;Jul 1, 2025 10:30 PM;1,639.00;74.00;74.00;0.00;1,564.00
Jul 1, 2025 10:30 PM;Jul 1, 2025 10:45 PM;1,639.00;76.00;76.00;0.00;1,564.00
Jul 1, 2025 10:45 PM;Jul 1, 2025 11:00 PM;1,639.00;78.00;78.00;0.00;1,564.00
Jul 1, 2025 11:00 PM;Jul 1, 2025 11:15 PM;1,573.50;79.00;79.00;0.00;1,496.75
Jul 1, 2025 11:15 PM;Jul 1, 2025 11:30 PM;1,573.50;78.00;78.00;0.00;1,496.75
Jul 1, 2025 11:30 PM;Jul 1, 2025 11:45 PM;1,573.50;76.00;76.00;0.00;1,496.75
Jul 1, 2025 11:45 PM;Jul 2, 2025 12:00 AM;1,573.50;74.00;74.00;0.00;1,496.75
Jul 2, 2025 12:00 AM;Jul 2, 2025 12:15 AM;1,338.25;77.00;77.00;0.00;1,266.00
Jul 2, 2025 12:15 AM;Jul 2, 2025 12:30 AM;1,338.25;74.00;74.00;0.00;1,266.00
Jul 2, 2025 12:30 AM;Jul 2, 2025 12:45 AM;1,338.25;71.00;71.00;0.00;1,266.00
Jul 2, 2025 12:45 AM;Jul 2, 2025 1:00 AM;1,338.25;67.00;67.00;0.00;1,266.00
Jul 2, 2025 1:00 AM;Jul 2, 2025 1:15 AM;806.50;64.00;64.00;0.00;748.50
Jul 2, 2025 1:15 AM;Jul 2, 2025 1:30 AM;806.50;60.00;60.00;0.00;748.50
Jul 2, 2025 1:30 AM;Jul 2, 2025 1:45 AM;806.50;56.00;56.00;0.00;748.50
Jul 2, 2025 1:45 AM;Jul 2, 2025 2:00 AM;806.50;52.00;52.00;0.00;748.50
Jul 2, 2025 2:00 AM;Jul 2, 2025 2:15 AM;779.50;49.00;49.00;0.00;732.50
Jul 2, 2025 2:15 AM;Jul 2, 2025 2:30 AM;779.50;48.00;48.00;0.00;732.50
Jul 2, 2025 2:30 AM;Jul 2, 2025 2:45 AM;779.50;46.00;46.00;0.00;732.50
Jul 2, 2025 2:45 AM;Jul 2, 2025 3:00 AM;779.50;45.00;45.00;0.00;732.50
Jul 2, 2025 3:00 AM;Jul 2, 2025 3:15 AM;778.50;44.00;44.00;0.00;733.25
Jul 2, 2025 3:15 AM;Jul 2, 2025 3:30 AM;778.50;45.00;45.00;0.00;733.25
Jul 2, 2025 3:30 AM;Jul 2, 2025 3:45 AM;778.50;46.00;46.00;0.00;733.25
Jul 2, 2025 3:45 AM;Jul 2, 2025 4:00 AM;778.50;46.00;46.00;0.00;733.25
Jul 2, 2025 4:00 AM;Jul 2, 2025 4:15 AM;787.50;47.00;47.00;0.00;739.50
Jul 2, 2025 4:15 AM;Jul 2, 2025 4:30 AM;787.50;48.00;48.00;0.00;739.50
Jul 2, 2025 4:30 AM;Jul 2, 2025 4:45 AM;787.50;48.00;48.00;0.00;739.50
Jul 2, 2025 4:45 AM;Jul 2, 2025 5:00 AM;787.50;49.00;49.00;0.00;739.50
Jul 2, 2025 5:00 AM;Jul 2, 2025 5:15 AM;821.75;51.00;50.00;1.00;763.25
Jul 2, 2025 5:15 AM;Jul 2, 2025 5:30 AM;821.75;54.00;49.00;5.00;763.25
Jul 2, 2025 5:30 AM;Jul 2, 2025 5:45 AM;821.75;61.00;49.00;12.00;763.25
Jul 2, 2025 5:45 AM;Jul 2, 2025 6:00 AM;821.75;68.00;48.00;20.00;763.25
Jul 2, 2025 6:00 AM;Jul 2, 2025 6:15 AM;1,331.00;76.00;47.00;29.00;1,237.25
Jul 2, 2025 6:15 AM;Jul 2, 2025 6:30 AM;1,331.00;86.00;47.00;39.00;1,237.25
Jul 2, 2025 6:30 AM;Jul 2, 2025 6:45 AM;1,331.00;97.00;46.00;51.00;1,237.25
Jul 2, 2025 6:45 AM;Jul 2, 2025 7:00 AM;1,331.00;116.00;46.00;70.00;1,237.25
Jul 2, 2025 7:00 AM;Jul 2, 2025 7:15 AM;1,385.25;146.00;44.00;102.00;1,179.50
Jul 2, 2025 7:15 AM;Jul 2, 2025 7:30 AM;1,385.25;183.00;40.00;143.00;1,179.50
Jul 2, 2025 7:30 AM;Jul 2, 2025 7:45 AM;1,385.25;224.00;35.00;189.00;1,179.50
Jul 2, 2025 7:45 AM;Jul 2, 2025 8:00 AM;1,385.25;270.00;31.00;239.00;1,179.50
Jul 2, 2025 8:00 AM;Jul 2, 2025 8:15 AM;1,104.25;316.00;27.00;289.00;714.25
Jul 2, 2025 8:15 AM;Jul 2, 2025 8:30 AM;1,104.25;365.00;25.00;340.00;714.25
Jul 2, 2025 8:30 AM;Jul 2, 2025 8:45 AM;1,104.25;414.00;23.00;391.00;714.25
Jul 2, 2025 8:45 AM;Jul 2, 2025 9:00 AM;1,104.25;465.00;21.00;444.00;714.25
Jul 2, 2025 9:00 AM;Jul 2, 2025 9:15 AM;981.25;514.00;20.00;494.00;394.75
Jul 2, 2025 9:15 AM;Jul 2, 2025 9:30 AM;981.25;561.00;20.00;541.00;394.75
Jul 2, 2025 9:30 AM;Jul 2, 2025 9:45 AM;981.25;609.00;20.00;589.00;394.75
Jul 2, 2025 9:45 AM;Jul 2, 2025 10:00 AM;981.25;662.00;20.00;642.00;394.75
Jul 2, 2025 10:00 AM;Jul 2, 2025 10:15 AM;985.75;722.00;20.00;702.00;172.75
Jul 2, 2025 10:15 AM;Jul 2, 2025 10:30 AM;985.75;785.00;21.00;764.00;172.75
Jul 2, 2025 10:30 AM;Jul 2, 2025 10:45 AM;985.75;846.00;22.00;824.00;172.75
Jul 2, 2025 10:45 AM;Jul 2, 2025 11:00 AM;985.75;899.00;22.00;877.00;172.75
Jul 2, 2025 11:00 AM;Jul 2, 2025 11:15 AM;1,009.25;949.00;23.00;926.00;2.25
Jul 2, 2025 11:15 AM;Jul 2, 2025 11:30 AM;1,009.25;992.00;25.00;967.00;2.25
Jul 2, 2025 11:30 AM;Jul 2, 2025 11:45 AM;1,009.25;1,029.00;26.00;1,003.00;2.25
Jul 2, 2025 11:45 AM;Jul 2, 2025 12:00 PM;1,009.25;1,058.00;27.00;1,031.00;2.25
Jul 2, 2025 12:00 PM;Jul 2, 2025 12:15 PM;994.25;1,083.00;29.00;1,054.00;-109.00
Jul 2, 2025 12:15 PM;Jul 2, 2025 12:30 PM;994.25;1,100.00;30.00;1,070.00;-109.00
Jul 2, 2025 12:30 PM;Jul 2, 2025 12:45 PM;994.25;1,112.00;32.00;1,080.00;-109.00
Jul 2, 2025 12:45 PM;Jul 2, 2025 1:00 PM;994.25;1,118.00;33.00;1,085.00;-109.00
Jul 2, 2025 1:00 PM;Jul 2, 2025 1:15 PM;979.50;1,121.00;35.00;1,086.00;-129.25
Jul 2, 2025 1:15 PM;Jul 2, 2025 1:30 PM;979.50;1,117.00;37.00;1,080.00;-129.25
Jul 2, 2025 1:30 PM;Jul 2, 2025 1:45 PM;979.50;1,107.00;39.00;1,068.00;-129.25
Jul 2, 2025 1:45 PM;Jul 2, 2025 2:00 PM;979.50;1,090.00;41.00;1,049.00;-129.25
Jul 2, 2025 2:00 PM;Jul 2, 2025 2:15 PM;956.00;1,067.00;43.00;1,024.00;-64.50
Jul 2, 2025 2:15 PM;Jul 2, 2025 2:30 PM;956.00;1,039.00;45.00;994.00;-64.50
Jul 2, 2025 2:30 PM;Jul 2, 2025 2:45 PM;956.00;1,007.00;48.00;959.00;-64.50
Jul 2, 2025 2:45 PM;Jul 2, 2025 3:00 PM;956.00;969.00;50.00;919.00;-64.50
Jul 2, 2025 3:00 PM;Jul 2, 2025 3:15 PM;938.00;927.00;53.00;874.00;85.00
Jul 2, 2025 3:15 PM;Jul 2, 2025 3:30 PM;938.00;880.00;56.00;824.00;85.00
Jul 2, 2025 3:30 PM;Jul 2, 2025 3:45 PM;938.00;829.00;58.00;771.00;85.00
Jul 2, 2025 3:45 PM;Jul 2, 2025 4:00 PM;938.00;776.00;61.00;715.00;85.00
Jul 2, 2025 4:00 PM;Jul 2, 2025 4:15 PM;921.25;721.00;64.00;657.00;274.00
Jul 2, 2025 4:15 PM;Jul 2, 2025 4:30 PM;921.25;669.00;67.00;602.00;274.00
Jul 2, 2025 4:30 PM;Jul 2, 2025 4:45 PM;921.25;622.00;70.00;552.00;274.00
Jul 2, 2025 4:45 PM;Jul 2, 2025 5:00 PM;921.25;577.00;73.00;504.00;274.00
Jul 2, 2025 5:00 PM;Jul 2, 2025 5:15 PM;1,127.00;528.00;75.00;453.00;669.75
Jul 2, 2025 5:15 PM;Jul 2, 2025 5:30 PM;1,127.00;481.00;78.00;403.00;669.75
Jul 2, 2025 5:30 PM;Jul 2, 2025 5:45 PM;1,127.00;434.00;81.00;353.00;669.75
Jul 2, 2025 5:45 PM;Jul 2, 2025 6:00 PM;1,127.00;386.00;84.00;302.00;669.75
Jul 2, 2025 6:00 PM;Jul 2, 2025 6:15 PM;1,484.50;341.00;87.00;254.00;1,207.25
Jul 2, 2025 6:15 PM;Jul 2, 2025 6:30 PM;1,484.50;297.00;91.00;206.00;1,207.25
Jul 2, 2025 6:30 PM;Jul 2, 2025 6:45 PM;1,484.50;255.00;94.00;161.00;1,207.25
Jul 2, 2025 6:45 PM;Jul 2, 2025 7:00 PM;1,484.50;216.00;97.00;119.00;1,207.25
Jul 2, 2025 7:00 PM;Jul 2, 2025 7:15 PM;1,623.00;186.00;102.00;84.00;1,454.75
Jul 2, 2025 7:15 PM;Jul 2, 2025 7:30 PM;1,623.00;169.00;109.00;60.00;1,454.75
Jul 2, 2025 7:30 PM;Jul 2, 2025 7:45 PM;1,623.00;162.00;116.00;46.00;1,454.75
Jul 2, 2025 7:45 PM;Jul 2, 2025 8:00 PM;1,623.00;156.00;122.00;34.00;1,454.75
Jul 2, 2025 8:00 PM;Jul 2, 2025 8:15 PM;1,657.00;154.00;130.00;24.00;1,497.50
Jul 2, 2025 8:15 PM;Jul 2, 2025 8:30 PM;1,657.00;156.00;141.00;15.00;1,497.50
Jul 2, 2025 8:30 PM;Jul 2, 2025 8:45 PM;1,657.00;161.00;153.00;8.00;1,497.50
Jul 2, 2025 8:45 PM;Jul 2, 2025 9:00 PM;1,657.00;167.00;164.00;3.00;1,497.50
Jul 2, 2025 9:00 PM;Jul 2, 2025 9:15 PM;1,681.50;175.00;175.00;0.00;1,488.00
Jul 2, 2025 9:15 PM;Jul 2, 2025 9:30 PM;1,681.50;187.00;187.00;0.00;1,488.00
Jul 2, 2025 9:30 PM;Jul 2, 2025 9:45 PM;1,681.50;200.00;200.00;0.00;1,488.00
Jul 2, 2025 9:45 PM;Jul 2, 2025 10:00 PM;1,681.50;212.00;212.00;0.00;1,488.00
Jul 2, 2025 10:00 PM;Jul 2, 2025 10:15 PM;1,639.00;223.00;223.00;0.00;1,399.50
Jul 2, 2025 10:15 PM;Jul 2, 2025 10:30 PM;1,639.00;234.00;234.00;0.00;1,399.50
Jul 2, 2025 10:30 PM;Jul 2, 2025 10:45 PM;1,639.00;245.00;245.00;0.00;1,399.50
Jul 2, 2025 10:45 PM;Jul 2, 2025 11:00 PM;1,639.00;256.00;256.00;0.00;1,399.50
Jul 2, 2025 11:00 PM;Jul 2, 2025 11:15 PM;1,461.00;265.00;265.00;0.00;1,190.00
Jul 2, 2025 11:15 PM;Jul 2, 2025 11:30 PM;1,461.00;269.00;269.00;0.00;1,190.00
Jul 2, 2025 11:30 PM;Jul 2, 2025 11:45 PM;1,461.00;273.00;273.00;0.00;1,190.00
Jul 2, 2025 11:45 PM;Jul 3, 2025 12:00 AM;1,461.00;277.00;277.00;0.00;1,190.00
Jul 3, 2025 12:00 AM;Jul 3, 2025 12:15 AM;1,031.25;334.00;334.00;0.00;695.25
Jul 3, 2025 12:15 AM;Jul 3, 2025 12:30 AM;1,031.25;335.00;335.00;0.00;695.25
Jul 3, 2025 12:30 AM;Jul 3, 2025 12:45 AM;1,031.25;337.00;337.00;0.00;695.25
Jul 3, 2025 12:45 AM;Jul 3, 2025 1:00 AM;1,031.25;338.00;338.00;0.00;695.25
Jul 3, 2025 1:00 AM;Jul 3, 2025 1:15 AM;943.00;339.00;339.00;0.00;602.00
Jul 3, 2025 1:15 AM;Jul 3, 2025 1:30 AM;943.00;340.00;340.00;0.00;602.00
Jul 3, 2025 1:30 AM;Jul 3, 2025 1:45 AM;943.00;341.00;341.00;0.00;602.00
Jul 3, 2025 1:45 AM;Jul 3, 2025 2:00 AM;943.00;344.00;344.00;0.00;602.00
Jul 3, 2025 2:00 AM;Jul 3, 2025 2:15 AM;914.75;347.00;347.00;0.00;561.50
Jul 3, 2025 2:15 AM;Jul 3, 2025 2:30 AM;914.75;353.00;353.00;0.00;561.50
Jul 3, 2025 2:30 AM;Jul 3, 2025 2:45 AM;914.75;356.00;356.00;0.00;561.50
Jul 3, 2025 2:45 AM;Jul 3, 2025 3:00 AM;914.75;357.00;357.00;0.00;561.50
Jul 3, 2025 3:00 AM;Jul 3, 2025 3:15 AM;897.75;357.00;357.00;0.00;548.75
Jul 3, 2025 3:15 AM;Jul 3, 2025 3:30 AM;897.75;352.00;352.00;0.00;548.75
Jul 3, 2025 3:30 AM;Jul 3, 2025 3:45 AM;897.75;346.00;346.00;0.00;548.75
Jul 3, 2025 3:45 AM;Jul 3, 2025 4:00 AM;897.75;341.00;341.00;0.00;548.75
Jul 3, 2025 4:00 AM;Jul 3, 2025 4:15 AM;885.00;335.00;335.00;0.00;559.00
Jul 3, 2025 4:15 AM;Jul 3, 2025 4:30 AM;885.00;329.00;329.00;0.00;559.00
Jul 3, 2025 4:30 AM;Jul 3, 2025 4:45 AM;885.00;323.00;323.00;0.00;559.00
Jul 3, 2025 4:45 AM;Jul 3, 2025 5:00 AM;885.00;317.00;317.00;0.00;559.00
Jul 3, 2025 5:00 AM;Jul 3, 2025 5:15 AM;950.50;313.00;312.00;1.00;641.75
Jul 3, 2025 5:15 AM;Jul 3, 2025 5:30 AM;950.50;309.00;305.00;4.00;641.75
Jul 3, 2025 5:30 AM;Jul 3, 2025 5:45 AM;950.50;307.00;296.00;11.00;641.75
Jul 3, 2025 5:45 AM;Jul 3, 2025 6:00 AM;950.50;306.00;286.00;20.00;641.75
Jul 3, 2025 6:00 AM;Jul 3, 2025 6:15 AM;1,065.75;305.00;275.00;30.00;761.75
Jul 3, 2025 6:15 AM;Jul 3, 2025 6:30 AM;1,065.75;302.00;261.00;41.00;761.75
Jul 3, 2025 6:30 AM;Jul 3, 2025 6:45 AM;1,065.75;302.00;248.00;54.00;761.75
Jul 3, 2025 6:45 AM;Jul 3, 2025 7:00 AM;1,065.75;307.00;234.00;73.00;761.75
Jul 3, 2025 7:00 AM;Jul 3, 2025 7:15 AM;1,350.50;324.00;220.00;104.00;992.75
Jul 3, 2025 7:15 AM;Jul 3, 2025 7:30 AM;1,350.50;344.00;201.00;143.00;992.75
Jul 3, 2025 7:30 AM;Jul 3, 2025 7:45 AM;1,350.50;368.00;181.00;187.00;992.75
Jul 3, 2025 7:45 AM;Jul 3, 2025 8:00 AM;1,350.50;395.00;162.00;233.00;992.75
Jul 3, 2025 8:00 AM;Jul 3, 2025 8:15 AM;1,120.25;425.00;145.00;280.00;645.25
Jul 3, 2025 8:15 AM;Jul 3, 2025 8:30 AM;1,120.25;458.00;132.00;326.00;645.25
Jul 3, 2025 8:30 AM;Jul 3, 2025 8:45 AM;1,120.25;491.00;118.00;373.00;645.25
Jul 3, 2025 8:45 AM;Jul 3, 2025 9:00 AM;1,120.25;526.00;105.00;421.00;645.25
Jul 3, 2025 9:00 AM;Jul 3, 2025 9:15 AM;1,025.25;562.00;95.00;467.00;397.00
Jul 3, 2025 9:15 AM;Jul 3, 2025 9:30 AM;1,025.25;606.00;94.00;512.00;397.00
Jul 3, 2025 9:30 AM;Jul 3, 2025 9:45 AM;1,025.25;650.00;93.00;557.00;397.00
Jul 3, 2025 9:45 AM;Jul 3, 2025 10:00 AM;1,025.25;695.00;92.00;603.00;397.00
Jul 3, 2025 10:00 AM;Jul 3, 2025 10:15 AM;986.75;743.00;91.00;652.00;170.25
Jul 3, 2025 10:15 AM;Jul 3, 2025 10:30 AM;986.75;793.00;90.00;703.00;170.25
Jul 3, 2025 10:30 AM;Jul 3, 2025 10:45 AM;986.75;843.00;90.00;753.00;170.25
Jul 3, 2025 10:45 AM;Jul 3, 2025 11:00 AM;986.75;887.00;89.00;798.00;170.25
Jul 3, 2025 11:00 AM;Jul 3, 2025 11:15 AM;1,006.00;927.00;88.00;839.00;39.25
Jul 3, 2025 11:15 AM;Jul 3, 2025 11:30 AM;1,006.00;957.00;83.00;874.00;39.25
Jul 3, 2025 11:30 AM;Jul 3, 2025 11:45 AM;1,006.00;983.00;79.00;904.00;39.25
Jul 3, 2025 11:45 AM;Jul 3, 2025 12:00 PM;1,006.00;1,000.00;75.00;925.00;39.25
Jul 3, 2025 12:00 PM;Jul 3, 2025 12:15 PM;974.75;1,012.00;71.00;941.00;-39.00
Jul 3, 2025 12:15 PM;Jul 3, 2025 12:30 PM;974.75;1,019.00;69.00;950.00;-39.00
Jul 3, 2025 12:30 PM;Jul 3, 2025 12:45 PM;974.75;1,017.00;66.00;951.00;-39.00
Jul 3, 2025 12:45 PM;Jul 3, 2025 1:00 PM;974.75;1,007.00;64.00;943.00;-39.00
Jul 3, 2025 1:00 PM;Jul 3, 2025 1:15 PM;942.25;994.00;63.00;931.00;-22.25
Jul 3, 2025 1:15 PM;Jul 3, 2025 1:30 PM;942.25;977.00;64.00;913.00;-22.25
Jul 3, 2025 1:30 PM;Jul 3, 2025 1:45 PM;942.25;956.00;65.00;891.00;-22.25
Jul 3, 2025 1:45 PM;Jul 3, 2025 2:00 PM;942.25;931.00;67.00;864.00;-22.25
Jul 3, 2025 2:00 PM;Jul 3, 2025 2:15 PM;903.50;901.00;69.00;832.00;49.50
Jul 3, 2025 2:15 PM;Jul 3, 2025 2:30 PM;903.50;871.00;75.00;796.00;49.50
Jul 3, 2025 2:30 PM;Jul 3, 2025 2:45 PM;903.50;839.00;81.00;758.00;49.50
Jul 3, 2025 2:45 PM;Jul 3, 2025 3:00 PM;903.50;805.00;87.00;718.00;49.50
Jul 3, 2025 3:00 PM;Jul 3, 2025 3:15 PM;948.50;770.00;93.00;677.00;232.25
Jul 3, 2025 3:15 PM;Jul 3, 2025 3:30 PM;948.50;732.00;97.00;635.00;232.25
Jul 3, 2025 3:30 PM;Jul 3, 2025 3:45 PM;948.50;698.00;102.00;596.00;232.25
Jul 3, 2025 3:45 PM;Jul 3, 2025 4:00 PM;948.50;665.00;106.00;559.00;232.25
Jul 3, 2025 4:00 PM;Jul 3, 2025 4:15 PM;953.00;633.00;111.00;522.00;370.25
Jul 3, 2025 4:15 PM;Jul 3, 2025 4:30 PM;953.00;599.00;117.00;482.00;370.25
Jul 3, 2025 4:30 PM;Jul 3, 2025 4:45 PM;953.00;566.00;124.00;442.00;370.25
Jul 3, 2025 4:45 PM;Jul 3, 2025 5:00 PM;953.00;533.00;131.00;402.00;370.25
Jul 3, 2025 5:00 PM;Jul 3, 2025 5:15 PM;1,077.00;505.00;141.00;364.00;597.00
Jul 3, 2025 5:15 PM;Jul 3, 2025 5:30 PM;1,077.00;488.00;161.00;327.00;597.00
Jul 3, 2025 5:30 PM;Jul 3, 2025 5:45 PM;1,077.00;472.00;181.00;291.00;597.00
Jul 3, 2025 5:45 PM;Jul 3, 2025 6:00 PM;1,077.00;455.00;201.00;254.00;597.00
Jul 3, 2025 6:00 PM;Jul 3, 2025 6:15 PM;1,362.00;439.00;221.00;218.00;939.50
Jul 3, 2025 6:15 PM;Jul 3, 2025 6:30 PM;1,362.00;426.00;244.00;182.00;939.50
Jul 3, 2025 6:30 PM;Jul 3, 2025 6:45 PM;1,362.00;416.00;267.00;149.00;939.50
Jul 3, 2025 6:45 PM;Jul 3, 2025 7:00 PM;1,362.00;409.00;290.00;119.00;939.50
Jul 3, 2025 7:00 PM;Jul 3, 2025 7:15 PM;1,647.25;402.00;310.00;92.00;1,248.00
Jul 3, 2025 7:15 PM;Jul 3, 2025 7:30 PM;1,647.25;397.00;327.00;70.00;1,248.00
Jul 3, 2025 7:30 PM;Jul 3, 2025 7:45 PM;1,647.25;398.00;344.00;54.00;1,248.00
Jul 3, 2025 7:45 PM;Jul 3, 2025 8:00 PM;1,647.25;400.00;362.00;38.00;1,248.00
Jul 3, 2025 8:00 PM;Jul 3, 2025 8:15 PM;1,904.25;403.00;378.00;25.00;1,506.75
Jul 3, 2025 8:15 PM;Jul 3, 2025 8:30 PM;1,904.25;398.00;383.00;15.00;1,506.75
Jul 3, 2025 8:30 PM;Jul 3, 2025 8:45 PM;1,904.25;395.00;388.00;7.00;1,506.75
Jul 3, 2025 8:45 PM;Jul 3, 2025 9:00 PM;1,904.25;394.00;392.00;2.00;1,506.75
Jul 3, 2025 9:00 PM;Jul 3, 2025 9:15 PM;1,936.75;397.00;397.00;0.00;1,534.75
Jul 3, 2025 9:15 PM;Jul 3, 2025 9:30 PM;1,936.75;400.00;400.00;0.00;1,534.75
Jul 3, 2025 9:30 PM;Jul 3, 2025 9:45 PM;1,936.75;404.00;404.00;0.00;1,534.75
Jul 3, 2025 9:45 PM;Jul 3, 2025 10:00 PM;1,936.75;407.00;407.00;0.00;1,534.75
Jul 3, 2025 10:00 PM;Jul 3, 2025 10:15 PM;1,832.50;412.00;412.00;0.00;1,406.75
Jul 3, 2025 10:15 PM;Jul 3, 2025 10:30 PM;1,832.50;421.00;421.00;0.00;1,406.75
Jul 3, 2025 10:30 PM;Jul 3, 2025 10:45 PM;1,832.50;430.00;430.00;0.00;1,406.75
Jul 3, 2025 10:45 PM;Jul 3, 2025 11:00 PM;1,832.50;440.00;440.00;0.00;1,406.75
Jul 3, 2025 11:00 PM;Jul 3, 2025 11:15 PM;1,584.75;447.00;447.00;0.00;1,137.75
Jul 3, 2025 11:15 PM;Jul 3, 2025 11:30 PM;1,584.75;447.00;447.00;0.00;1,137.75
Jul 3, 2025 11:30 PM;Jul 3, 2025 11:45 PM;1,584.75;447.00;447.00;0.00;1,137.75
Jul 3, 2025 11:45 PM;Jul 4, 2025 12:00 AM;1,584.75;447.00;447.00;0.00;1,137.75
Jul 4, 2025 12:00 AM;Jul 4, 2025 12:15 AM;1,393.25;572.00;572.00;0.00;824.75
Jul 4, 2025 12:15 AM;Jul 4, 2025 12:30 AM;1,393.25;570.00;570.00;0.00;824.75
Jul 4, 2025 12:30 AM;Jul 4, 2025 12:45 AM;1,393.25;567.00;567.00;0.00;824.75
Jul 4, 2025 12:45 AM;Jul 4, 2025 1:00 AM;1,393.25;565.00;565.00;0.00;824.75
